'sample #','MLII','V1'
2137,824,907
2138,832,908
2139,841,907
2140,852,904
2141,871,899
2142,891,895
2143,911,891
2144,937,886
2145,958,882
2146,973,882
2147,976,881
2148,965,881
2149,945,880
2150,922,880
2151,899,878
2152,870,880
2153,842,880
2154,810,888
2155,785,895
2156,769,910
2157,767,930
2158,770,950
2159,778,962
2160,780,967
2161,784,958
2162,790,948
2163,791,933
2164,791,919
2165,791,910
2166,790,899
2167,792,898
2168,791,897
2169,792,894
2170,791,898
2171,792,899
2172,793,900
2173,792,903
2174,793,901
2175,795,903
2176,794,900
2177,791,899
2178,790,896
2179,790,897
2180,790,894
2181,787,893
2182,788,894
2183,787,894
2184,787,896
2185,787,895
2186,787,898
2187,788,896
2188,789,894
2189,789,894
2190,787,893
2191,786,892
2192,783,893
2193,782,891
2194,783,892
2195,784,893
2196,783,894
2197,784,897
2198,784,898
2199,785,896
2200,784,898
2201,784,896
2202,782,894
2203,779,891
2204,778,891
2205,779,892
2206,776,890
2207,778,892
2208,778,896
2209,779,896
2210,780,897
2211,782,895
2212,778,895
2213,776,891
2214,777,891
2215,771,889
2216,771,890
2217,771,887
2218,771,887
2219,772,888
2220,773,890
2221,772,892
2222,774,891
2223,774,891
2224,772,892
2225,772,889
2226,771,888
2227,771,887
2228,768,886
2229,770,886
2230,768,890
2231,771,889
2232,770,890
2233,770,891
2234,771,894
2235,774,892
2236,773,892
2237,776,888
2238,777,887
2239,775,885
2240,777,886
2241,777,886
2242,777,884
2243,781,888
2244,784,888
2245,788,889
2246,793,891
2247,797,887
2248,798,887
2249,803,885
2250,805,883
2251,808,882
2252,811,881
2253,816,880
2254,818,881
2255,824,883
2256,829,883
2257,834,884
2258,838,890
2259,841,888
2260,843,888
2261,841,886
2262,842,886
2263,842,888
2264,843,888
2265,839,890
2266,840,891
2267,842,893
2268,843,893
2269,844,897
2270,845,898
2271,843,898
2272,843,896
2273,841,897
2274,839,895
2275,839,893
2276,837,893
2277,835,892
2278,836,893
2279,834,897
2280,834,897
2281,836,898
2282,838,901
2283,838,901
2284,838,898
2285,835,898
2286,834,894
2287,834,895
2288,832,895
2289,830,894
2290,830,894
2291,831,895
2292,833,900
2293,833,902
2294,831,901
2295,832,901
2296,831,899
2297,833,899
2298,831,898
2299,830,895
2300,829,895
2301,827,895
2302,827,895
2303,828,896
2304,829,897
2305,830,900
2306,831,902
2307,833,899
2308,831,898
2309,831,898
2310,830,896
2311,826,894
2312,826,892
2313,827,890
2314,826,892
2315,826,894
2316,828,896
2317,829,897
2318,830,897
2319,831,897
2320,832,898
2321,832,898
2322,830,896
2323,832,896
2324,834,897
2325,832,896
2326,839,897
2327,843,901
2328,845,901
2329,849,904
2330,851,905
2331,854,905
2332,854,905
2333,849,903
2334,848,901
2335,847,900
2336,844,898
2337,846,897
2338,848,895
2339,851,899
2340,856,897
2341,857,897
2342,859,899
2343,858,896
2344,852,894
2345,849,893
2346,843,888
2347,841,886
2348,840,884
2349,838,884
2350,839,884
2351,838,885
2352,838,888
2353,838,890
2354,837,895
2355,836,897
2356,831,899
2357,829,900
2358,825,901
2359,824,898
2360,823,899
2361,821,896
2362,821,895
2363,821,898
2364,822,901
2365,823,902
2366,826,904
2367,828,904
2368,827,903
2369,828,901
2370,828,900
2371,825,898
2372,827,897
2373,826,898
2374,827,899
2375,827,901
2376,827,902
2377,827,903
2378,829,903
2379,829,903
2380,830,901
2381,830,903
2382,830,902
2383,828,901
2384,833,902
2385,840,903
2386,854,901
2387,874,900
2388,899,898
2389,928,894
2390,956,890
2391,980,886
2392,985,886
2393,981,879
2394,961,877
2395,932,872
2396,903,871
2397,869,873
2398,834,879
2399,804,890
2400,780,904
2401,774,926
2402,772,947
2403,778,962
2404,786,966
2405,795,959
2406,799,945
2407,802,928
2408,800,916
2409,797,906
2410,801,903
2411,804,902
2412,807,904
2413,811,903
2414,814,904
2415,814,904
2416,814,904
2417,813,902
2418,812,903
2419,809,901
2420,809,898
2421,806,899
2422,807,900
2423,808,902
2424,812,902
2425,812,903
2426,814,905
2427,813,906
2428,814,905
2429,813,905
2430,813,902
2431,810,903
2432,807,899
2433,808,900
2434,807,899
2435,810,901
2436,810,902
2437,813,903
2438,813,906
2439,814,903
2440,812,902
2441,812,901
2442,811,898
2443,807,899
2444,806,898
2445,806,897
2446,807,898
2447,807,900
2448,808,900
2449,806,899
2450,808,903
2451,810,903
2452,806,905
2453,805,900
2454,803,902
2455,801,900
2456,799,901
2457,799,899
2458,798,896
2459,800,900
2460,799,901
2461,801,901
2462,801,903
2463,801,903
2464,800,900
2465,800,900
2466,798,899
2467,798,897
2468,796,896
2469,794,893
2470,794,894
2471,795,894
2472,797,896
2473,796,899
2474,796,897
2475,798,897
2476,800,896
2477,798,895
2478,799,892
2479,798,894
2480,798,890
2481,797,890
2482,796,892
2483,798,892
2484,801,896
2485,801,895
2486,808,895
2487,809,896
2488,808,895
2489,810,896
2490,810,893
2491,815,892
2492,815,893
2493,817,888
2494,820,892
2495,825,893
2496,830,894
2497,834,892
2498,840,892
2499,845,894
2500,849,892
2501,851,891
2502,856,889
2503,853,886
2504,855,887
2505,857,889
2506,860,889
2507,862,892
2508,866,895
2509,868,897
2510,870,897
2511,870,900
2512,869,897
2513,866,898
2514,866,899
2515,863,899
2516,862,898
2517,863,900
2518,862,902
2519,862,902
2520,864,907
2521,863,908
2522,866,907
2523,867,907
2524,863,908
2525,861,905
2526,859,904
2527,858,901
2528,858,899
2529,856,897
2530,854,898
2531,856,903
2532,855,902
2533,855,905
2534,855,909
2535,857,908
2536,855,907
2537,855,905
2538,854,901
2539,852,900
2540,850,901
2541,850,900
2542,848,900
2543,850,899
2544,852,900
2545,851,901
2546,853,903
2547,853,904
2548,853,902
2549,851,903
2550,850,902
2551,848,901
2552,849,897
2553,847,899
2554,847,898
2555,850,900
2556,850,901
2557,851,902
2558,854,902
2559,857,905
2560,855,902
2561,855,901
2562,856,900
2563,857,899
2564,856,899
2565,858,897
2566,860,899
2567,860,903
2568,862,904
2569,864,905
2570,867,910
2571,867,908
2572,865,906
2573,866,904
2574,867,903
2575,867,900
2576,869,898
2577,871,899
2578,875,897
2579,876,899
2580,877,901
2581,874,900
2582,874,900
2583,871,898
2584,869,898
2585,867,894
2586,866,894
2587,862,890
2588,862,892
2589,860,890
2590,856,892
2591,854,897
2592,853,899
2593,851,901
2594,849,903
2595,848,906
2596,848,904
2597,844,905
2598,844,899
2599,841,900
2600,838,898
2601,839,895
2602,837,899
2603,838,899
2604,839,899
2605,839,900
2606,841,903
2607,841,902
2608,840,902
2609,842,901
2610,841,900
2611,838,900
2612,837,899
2613,835,897
2614,838,898
2615,838,901
2616,841,902
2617,845,904
2618,845,907
2619,850,909
2620,852,906
2621,854,907
2622,867,903
2623,878,899
2624,892,895
2625,913,891
2626,937,890
2627,959,887
2628,981,886
2629,994,885
2630,997,884
2631,991,883
2632,971,880
2633,946,880
2634,920,878
2635,898,881
2636,869,879
2637,838,887
2638,809,900
2639,791,917
2640,787,940
2641,793,965
2642,798,985
2643,803,995
2644,801,987
2645,799,968
2646,799,946
2647,801,928
2648,804,914
2649,810,904
2650,814,899
2651,819,902
2652,824,901
2653,827,904
2654,826,905
2655,826,902
2656,825,901
2657,824,900
2658,822,900
2659,819,897
2660,817,897
2661,818,894
2662,818,896
2663,816,897
2664,818,899
2665,820,897
2666,821,900
2667,821,900
2668,823,896
2669,822,896
2670,819,894
2671,818,893
2672,817,892
2673,819,892
2674,820,896
2675,819,896
2676,818,897
2677,817,899
2678,819,902
2679,821,899
2680,817,899
2681,817,895
2682,815,894
2683,814,894
2684,811,892
2685,810,892
2686,810,894
2687,811,894
2688,811,894
2689,812,895
2690,814,897
2691,815,895
2692,815,895
2693,813,893
2694,812,891
2695,813,889
2696,809,890
2697,807,890
2698,809,890
2699,812,890
2700,812,890
2701,811,891
2702,812,891
2703,814,892
2704,809,889
2705,810,890
2706,808,890
2707,807,891
2708,805,890
2709,805,889
2710,802,887
2711,801,887
2712,802,888
2713,802,891
2714,804,891
2715,809,890
2716,809,891
2717,808,889
2718,811,887
2719,808,883
2720,809,881
2721,810,882
2722,810,882
2723,811,884
2724,814,886
2725,815,887
2726,818,890
2727,821,889
2728,822,890
2729,818,887
2730,819,886
2731,821,884
2732,825,881
2733,827,884
2734,828,883
2735,834,883
2736,838,884
2737,843,883
2738,848,886
2739,856,885
2740,857,886
2741,858,886
2742,858,884
2743,858,884
2744,859,883
2745,861,885
2746,864,887
2747,868,888
2748,870,890
2749,873,894
2750,876,892
2751,878,894
2752,879,895
2753,878,896
2754,876,896
2755,873,895
2756,872,895
2757,869,894
2758,869,896
2759,868,898
2760,869,900
2761,869,901
2762,866,902
2763,867,903
2764,867,902
2765,865,900
2766,862,901
2767,863,899
2768,862,896
2769,862,896
2770,861,897
2771,859,898
2772,859,900
2773,859,902
2774,860,904
2775,860,904
2776,858,904
2777,860,902
2778,861,899
2779,862,899
2780,860,896
2781,858,895
2782,857,896
2783,856,900
2784,856,900
2785,857,899
2786,860,902
2787,860,902
2788,858,903
2789,858,902
2790,857,899
2791,855,898
2792,855,896
2793,854,896
2794,854,896
2795,853,897
2796,854,897
2797,856,900
2798,857,900
2799,859,900
2800,858,899
2801,856,899
2802,854,898
2803,851,897
2804,847,897
2805,851,895
2806,853,896
2807,853,896
2808,854,900
2809,856,902
2810,856,902
2811,859,904
2812,861,905
2813,863,902
2814,863,902
2815,865,901
2816,863,901
2817,863,902
2818,862,905
2819,859,906
2820,859,907
2821,860,908
2822,860,906
2823,867,910
2824,869,906
2825,871,906
2826,875,905
2827,873,901
2828,874,898
2829,870,896
2830,868,895
2831,868,895
2832,867,895
2833,868,897
2834,865,898
2835,865,896
2836,863,894
2837,860,895
2838,858,893
2839,856,893
2840,852,898
2841,848,897
2842,845,898
2843,843,902
2844,841,900
2845,843,903
2846,842,903
2847,841,902
2848,841,900
2849,838,901
2850,837,900
2851,839,898
2852,835,898
2853,835,897
2854,836,900
2855,835,902
2856,839,903
2857,840,901
2858,840,904
2859,843,903
2860,842,902
2861,841,898
2862,840,899
2863,841,898
2864,840,896
2865,841,898
2866,842,899
2867,843,900
2868,845,903
2869,846,906
2870,848,905
2871,855,907
2872,861,907
2873,871,905
2874,888,903
2875,909,898
2876,934,894
2877,962,888
2878,988,886
2879,1007,883
2880,1015,880
2881,1011,880
2882,992,877
2883,967,878
2884,937,877
2885,907,880
2886,875,883
2887,839,889
2888,803,898
2889,777,909
2890,765,932
2891,770,955
2892,781,976
2893,792,988
2894,793,987
2895,794,978
2896,790,956
2897,794,938
2898,799,920
2899,804,910
2900,810,903
2901,816,899
2902,819,897
2903,819,899
2904,821,900
2905,821,899
2906,822,904
2907,823,904
2908,821,906
2909,821,904
2910,823,898
2911,821,897
2912,819,897
2913,819,894
2914,818,896
2915,817,896
2916,820,900
2917,822,901
2918,821,901
2919,822,902
2920,821,900
2921,823,898
2922,821,897
2923,819,895
2924,818,892
2925,818,890
2926,819,892
2927,817,893
2928,818,895
2929,819,896
2930,817,898
2931,819,896
2932,819,896
2933,818,896
2934,814,895
2935,815,895
2936,812,891
2937,810,893
2938,812,893
2939,811,895
2940,813,897
2941,812,895
2942,815,897
2943,819,897
2944,817,896
2945,817,897
2946,815,895
2947,814,892
2948,811,892
2949,809,890
2950,806,891
2951,805,891
2952,805,893
2953,807,893
2954,807,894
2955,811,894
2956,809,893
2957,808,891
2958,806,891
2959,806,888
2960,805,885
2961,805,885
2962,804,886
2963,806,886
2964,804,886
2965,810,889
2966,810,889
2967,810,888
2968,811,891
2969,811,888
2970,810,889
2971,809,887
2972,809,885
2973,810,885
2974,812,885
2975,814,887
2976,817,887
2977,821,889
2978,822,890
2979,827,888
2980,827,889
2981,831,889
2982,834,883
2983,834,882
2984,838,882
2985,844,882
2986,845,884
2987,851,883
2988,856,887
2989,861,888
2990,867,889
2991,872,888
2992,875,892
2993,873,891
2994,875,890
2995,877,889
2996,878,889
2997,880,889
2998,881,891
2999,882,895
3000,883,899
3001,885,900
3002,883,904
3003,884,905
3004,881,901
3005,883,905
3006,882,902
3007,881,902
3008,879,900
3009,880,898
3010,878,900
3011,876,903
3012,879,907
3013,879,906
3014,878,907
3015,882,910
3016,880,905
3017,880,905
3018,880,905
3019,878,905
3020,877,903
3021,875,899
3022,873,900
3023,874,898
3024,876,902
3025,876,903
3026,876,905
3027,876,907
3028,874,904
3029,877,903
3030,878,901
3031,874,901
3032,871,898
3033,872,898
3034,872,899
3035,872,900
3036,874,900
3037,874,902
3038,875,902
3039,877,906
3040,876,902
3041,878,903
3042,875,899
3043,876,900
3044,874,897
3045,875,899
3046,874,900
3047,873,900
3048,874,904
3049,877,903
3050,879,903
3051,880,906
3052,883,906
3053,880,906
3054,879,902
3055,877,902
3056,877,899
3057,876,897
3058,877,900
3059,881,902
3060,884,901
3061,888,903
3062,888,907
3063,890,910
3064,890,910
3065,891,913
3066,888,909
3067,886,908
3068,888,906
3069,887,904
3070,889,904
3071,893,904
3072,897,904
3073,901,906
3074,903,906
3075,905,905
3076,904,903
3077,903,904
3078,900,903
3079,897,899
3080,893,893
3081,889,896
3082,889,896
3083,885,895
3084,887,897
3085,888,898
3086,887,901
3087,887,902
3088,884,902
3089,880,900
3090,876,902
3091,873,901
3092,872,900
3093,869,900
3094,865,902
3095,866,902
3096,867,902
3097,869,902
3098,868,903
3099,870,907
3100,869,906
3101,869,904
3102,868,906
3103,866,903
3104,866,902
3105,865,901
3106,863,900
3107,864,902
3108,865,907
3109,869,906
3110,869,908
3111,872,909
3112,870,906
3113,870,909
3114,870,908
3115,869,907
3116,869,904
3117,866,905
3118,868,905
3119,869,906
3120,875,910
3121,889,911
3122,903,910
3123,923,907
3124,950,903
3125,979,897
3126,1009,892
3127,1033,887
3128,1043,882
3129,1034,879
3130,1010,878
3131,980,881
3132,945,884
3133,904,889
3134,864,900
3135,831,914
3136,812,930
3137,808,950
3138,812,972
3139,815,983
3140,819,979
3141,822,965
3142,824,947
3143,830,931
3144,836,919
3145,841,916
3146,844,912
3147,849,911
3148,852,911
3149,850,907
3150,850,906
3151,851,906
3152,852,905
3153,848,902
3154,849,902
3155,847,905
3156,847,906
3157,849,907
3158,852,908
3159,856,905
3160,854,904
3161,853,905
3162,853,904
3163,851,903
3164,847,903
3165,849,902
3166,847,901
3167,849,903
3168,850,904
3169,851,906
3170,852,907
3171,851,907
3172,850,907
3173,850,907
3174,850,905
3175,848,903
3176,847,901
3177,846,903
3178,847,900
3179,847,901
3180,845,904
3181,846,904
3182,846,906
3183,847,907
3184,848,904
3185,847,903
3186,846,899
3187,844,898
3188,843,897
3189,842,896
3190,840,898
3191,840,898
3192,840,901
3193,838,902
3194,841,901
3195,843,903
3196,843,900
3197,842,901
3198,843,899
3199,839,899
3200,836,897
3201,836,897
3202,834,896
3203,834,897
3204,835,899
3205,836,899
3206,836,900
3207,834,900
3208,836,901
3209,832,901
3210,832,899
3211,831,896
3212,829,894
3213,831,892
3214,829,891
3215,830,895
3216,831,897
3217,835,895
3218,837,897
3219,837,896
3220,839,897
3221,839,895
3222,839,891
3223,837,892
3224,837,890
3225,835,889
3226,836,891
3227,839,893
3228,842,892
3229,851,893
3230,854,896
3231,858,900
3232,861,899
3233,865,898
3234,869,894
3235,871,893
3236,876,891
3237,878,890
3238,883,889
3239,886,892
3240,892,896
3241,896,895
3242,902,899
3243,904,901
3244,906,898
3245,907,901
3246,909,899
3247,908,898
3248,910,899
3249,908,896
3250,907,900
3251,908,899
3252,909,902
3253,911,907
3254,912,907
3255,913,910
3256,912,908
3257,909,910
3258,907,908
3259,906,907
3260,906,907
3261,904,907
3262,900,909
3263,903,910
3264,904,915
3265,903,913
3266,905,916
3267,905,916
3268,905,915
3269,904,916
3270,904,912
3271,903,911
3272,901,910
3273,899,910
3274,900,909
3275,901,911
3276,902,912
3277,902,912
3278,900,911
3279,904,914
3280,903,911
3281,900,912
3282,899,910
3283,898,907
3284,894,907
3285,895,906
3286,892,905
3287,895,907
3288,895,907
3289,898,908
3290,898,910
3291,902,909
3292,900,910
3293,897,911
3294,897,910
3295,894,908
3296,895,907
3297,892,905
3298,894,905
3299,897,906
3300,896,906
3301,896,907
3302,898,910
3303,896,911
3304,899,908
3305,897,910
3306,897,909
3307,898,907
3308,896,907
3309,900,905
3310,898,905
3311,901,908
3312,904,910
3313,908,913
3314,912,915
3315,914,916
3316,916,915
3317,918,917
3318,916,917
3319,914,914
3320,914,911
3321,913,910
3322,913,912
3323,914,911
3324,916,910
3325,919,909
3326,920,913
3327,924,913
3328,925,911
3329,924,912
3330,922,910
3331,917,906
3332,913,903
3333,908,901
3334,906,901
3335,904,901
3336,905,902
3337,905,904
3338,905,906
3339,907,905
3340,901,905
3341,900,906
3342,899,908
3343,895,908
3344,891,909
3345,889,909
3346,884,907
3347,884,910
3348,885,909
3349,885,910
3350,886,910
3351,884,911
3352,885,909
3353,887,913
3354,885,909
3355,883,909
3356,882,906
3357,880,904
3358,880,906
3359,882,908
3360,883,911
3361,884,912
3362,886,914
3363,886,917
3364,887,917
3365,887,915
3366,885,918
3367,886,916
3368,889,916
3369,894,914
3370,904,915
3371,918,911
3372,939,913
3373,964,910
3374,989,908
3375,1019,907
3376,1042,901
3377,1058,900
3378,1063,898
3379,1052,894
3380,1030,892
3381,1000,890
3382,970,889
3383,941,891
3384,908,897
3385,878,905
3386,853,917
3387,843,936
3388,841,955
3389,842,967
3390,851,972
3391,856,968
3392,862,957
3393,866,944
3394,867,930
3395,866,923
3396,866,919
3397,865,917
3398,863,916
3399,865,916
3400,865,915
3401,866,913
3402,866,911
3403,866,909
3404,865,908
3405,862,909
3406,860,907
3407,856,909
3408,856,911
3409,860,911
3410,864,911
3411,864,912
3412,865,912
3413,863,909
3414,862,909
3415,860,906
3416,860,906
3417,858,904
3418,856,904
3419,856,906
3420,857,906
3421,859,909
3422,859,909
3423,860,909
3424,859,911
3425,857,909
3426,856,908
3427,854,909
3428,853,905
3429,851,905
3430,847,906
3431,851,905
3432,849,906
3433,849,907
3434,849,910
3435,848,911
3436,847,907
3437,845,907
3438,843,905
3439,843,904
3440,840,902
3441,840,903
3442,840,903
3443,838,903
3444,839,905
3445,838,905
3446,838,907
3447,840,908
3448,839,906
3449,840,905
3450,836,905
3451,833,904
3452,834,903
3453,831,902
3454,832,905
3455,833,903
3456,834,903
3457,832,907
3458,834,907
3459,834,908
3460,835,908
3461,833,907
3462,833,904
3463,831,902
3464,832,903
3465,831,900
3466,831,900
3467,834,903
3468,836,905
3469,839,906
3470,840,907
3471,842,909
3472,846,906
3473,847,905
3474,848,902
3475,850,903
3476,851,901
3477,852,899
3478,857,896
3479,862,898
3480,865,900
3481,870,901
3482,878,902
3483,885,903
3484,891,902
3485,895,902
3486,899,902
3487,902,902
3488,900,901
3489,902,902
3490,903,902
3491,905,903
3492,907,906
3493,911,909
3494,910,910
3495,914,913
3496,913,913
3497,912,912
3498,911,912
3499,910,910
3500,907,909
3501,906,909
3502,905,907
3503,904,910
3504,905,912
3505,906,911
3506,906,910
3507,908,914
3508,908,914
3509,906,912
3510,900,912
3511,902,910
3512,902,911
3513,899,909
3514,900,910
3515,900,913
3516,901,913
3517,900,916
3518,899,915
3519,899,919
3520,900,917
3521,901,914
3522,901,913
3523,899,912
3524,898,910
3525,896,911
3526,896,911
3527,893,911
3528,894,913
3529,896,915
3530,896,914
3531,896,915
3532,898,915
3533,897,915
3534,892,915
3535,892,911
3536,894,911
3537,893,908
3538,894,908
3539,894,911
3540,894,909
3541,897,913
3542,896,914
3543,896,913
3544,898,915
3545,900,911
3546,900,908
3547,897,909
3548,897,909
3549,893,911
3550,893,908
3551,895,911
3552,898,912
3553,901,914
3554,904,916
3555,907,918
3556,911,919
3557,910,919
3558,909,921
3559,913,918
3560,914,918
3561,912,916
3562,914,918
3563,913,920
3564,915,919
3565,915,921
3566,914,920
3567,917,920
3568,919,918
3569,922,912
3570,921,910
3571,918,907
3572,916,904
3573,914,904
3574,911,903
3575,906,903
3576,905,903
3577,901,903
3578,900,908
3579,902,909
3580,901,907
3581,897,907
3582,897,905
3583,895,908
3584,892,908
3585,889,912
3586,887,912
3587,886,913
3588,886,916
3589,885,915
3590,885,919
3591,887,919
3592,888,917
3593,884,916
3594,882,916
3595,880,915
3596,882,912
3597,879,910
3598,879,912
3599,880,912
3600,882,914
3601,884,915
3602,883,915
3603,886,918
3604,886,918
3605,887,916
3606,886,916
3607,882,914
3608,885,917
3609,882,916
3610,882,914
3611,884,917
3612,888,920
3613,893,922
3614,903,923
3615,914,925
3616,929,921
3617,944,919
3618,966,914
3619,991,909
3620,1015,906
3621,1035,903
3622,1048,900
3623,1053,900
3624,1042,902
3625,1022,902
3626,995,900
3627,970,898
3628,942,901
3629,910,901
3630,878,910
3631,850,923
3632,838,939
3633,836,957
3634,841,969
3635,849,971
3636,860,964
3637,869,953
3638,870,941
3639,871,936
3640,866,926
3641,861,922
3642,858,918
3643,858,915
3644,857,912
3645,856,913
3646,856,911
3647,860,915
3648,862,916
3649,861,919
3650,860,919
3651,861,922
3652,861,921
3653,861,918
3654,860,916
3655,859,915
3656,858,913
3657,857,913
3658,854,913
3659,855,914
3660,854,914
3661,856,916
3662,857,918
3663,858,920
3664,857,920
3665,855,920
3666,854,916
3667,854,914
3668,852,912
3669,850,913
3670,849,911
3671,848,914
3672,849,914
3673,850,914
3674,850,917
3675,852,920
3676,852,918
3677,849,917
3678,848,917
3679,848,914
3680,846,912
3681,844,913
3682,844,912
3683,844,913
3684,844,917
3685,845,917
3686,845,917
3687,844,918
3688,845,919
3689,843,915
3690,842,914
3691,840,911
3692,838,911
3693,837,910
3694,837,910
3695,837,911
3696,836,911
3697,836,914
3698,835,915
3699,835,917
3700,834,915
3701,832,915
3702,830,912
3703,828,908
3704,828,908
3705,827,906
3706,826,905
3707,826,909
3708,827,909
3709,831,912
3710,830,914
3711,830,915
3712,833,912
3713,833,912
3714,833,911
3715,833,910
3716,833,907
3717,834,907
3718,834,909
3719,836,909
3720,838,910
3721,841,910
3722,845,912
3723,848,913
3724,850,912
3725,855,913
3726,859,909
3727,862,908
3728,865,906
3729,866,904
3730,869,903
3731,875,904
3732,880,905
3733,885,906
3734,892,908
3735,895,911
3736,898,910
3737,902,910
3738,903,908
3739,903,908
3740,903,906
3741,903,905
3742,902,908
3743,903,909
3744,905,913
3745,906,916
3746,907,916
3747,908,916
3748,908,919
3749,908,918
3750,906,916
3751,904,916
3752,905,914
3753,900,915
3754,900,913
3755,900,915
3756,900,915
3757,901,916
3758,901,916
3759,902,918
3760,902,918
3761,902,915
3762,903,916
3763,899,914
3764,898,913
3765,897,909
3766,895,911
3767,894,911
3768,895,913
3769,894,913
3770,895,917
3771,895,918
3772,898,917
3773,896,916
3774,893,916
3775,894,914
3776,893,912
3777,891,914
3778,891,913
3779,891,913
3780,888,914
3781,888,915
3782,890,917
3783,892,919
3784,893,919
3785,890,917
3786,893,917
3787,892,913
3788,888,912
3789,887,910
3790,886,908
3791,887,912
3792,886,912
3793,888,915
3794,888,917
3795,889,916
3796,891,917
3797,891,916
3798,890,914
3799,888,914
3800,889,910
3801,888,912
3802,891,910
3803,891,911
3804,896,914
3805,899,916
3806,903,920
3807,905,923
3808,908,924
3809,907,923
3810,908,923
3811,910,920
3812,907,920
3813,906,918
3814,904,918
3815,903,916
3816,906,917
3817,909,915
3818,912,916
3819,913,918
3820,916,916
3821,915,913
3822,914,910
3823,909,906
3824,906,907
3825,900,904
3826,896,904
3827,893,905
3828,893,905
3829,895,905
3830,894,908
3831,894,909
3832,893,909
3833,893,908
3834,890,910
3835,883,909
3836,880,911
3837,878,916
3838,875,913
3839,874,915
3840,873,915
3841,874,917
3842,873,920
3843,877,921
3844,875,919
3845,874,919
3846,873,916
3847,873,915
3848,871,912
3849,873,912
3850,872,914
3851,871,913
3852,872,914
3853,875,916
3854,875,921
3855,877,921
3856,877,919
3857,877,917
3858,879,917
3859,876,917
3860,877,917
3861,876,918
3862,878,918
3863,891,918
3864,902,919
3865,920,917
3866,944,914
3867,971,912
3868,995,908
3869,1020,903
3870,1035,898
3871,1036,898
3872,1022,896
3873,999,893
3874,972,891
3875,947,889
3876,919,889
3877,889,895
3878,862,906
3879,842,920
3880,836,938
3881,834,955
3882,839,969
3883,844,975
3884,849,967
3885,853,952
3886,854,940
3887,854,927
3888,849,923
3889,850,917
3890,850,914
3891,851,913
3892,853,912
3893,854,912
3894,852,911
3895,851,911
3896,852,907
3897,851,908
3898,851,905
3899,848,909
3900,850,907
3901,852,910
3902,852,912
3903,851,914
3904,855,913
3905,855,913
3906,853,912
3907,851,909
3908,849,909
3909,847,905
3910,843,908
3911,845,909
3912,846,911
3913,848,912
3914,850,912
3915,848,914
3916,848,913
3917,848,913
3918,846,912
3919,841,908
3920,841,908
3921,838,909
3922,839,905
3923,838,905
3924,841,903
3925,842,908
3926,842,910
3927,841,910
3928,843,910
3929,840,909
3930,841,910
3931,836,907
3932,832,906
3933,835,907
3934,832,907
3935,832,908
3936,831,909
3937,831,909
3938,833,910
3939,833,912
3940,832,912
3941,833,909
3942,831,910
3943,827,907
3944,826,905
3945,823,906
3946,825,903
3947,824,904
3948,824,907
3949,824,908
3950,824,908
3951,827,908
3952,825,908
3953,826,906
3954,826,906
3955,822,904
3956,822,902
3957,821,900
3958,821,901
3959,823,901
3960,825,903
3961,825,902
3962,828,904
3963,829,906
3964,833,907
3965,834,906
3966,832,906
3967,830,905
3968,833,904
3969,832,902
3970,833,902
3971,836,903
3972,840,906
3973,844,906
3974,849,905
3975,851,906
3976,857,906
3977,862,905
3978,867,904
3979,871,902
3980,871,901
3981,875,900
3982,879,899
3983,880,902
3984,883,901
3985,884,902
3986,889,904
3987,892,906
3988,895,906
3989,897,906
3990,899,907
3991,898,906
3992,895,904
3993,898,903
3994,894,903
3995,898,904
3996,897,907
3997,897,910
3998,899,910
3999,899,911
4000,901,913
4001,897,914
4002,898,912
4003,894,913
4004,892,910
4005,889,909
4006,890,909
4007,887,910
4008,888,913
4009,887,914
4010,887,914
4011,889,917
4012,890,916
4013,890,915
4014,890,913
4015,889,911
4016,887,908
4017,884,909
4018,883,909
4019,883,909
4020,884,909
4021,885,910
4022,886,911
4023,885,911
4024,887,913
4025,886,909
4026,887,910
4027,883,908
4028,881,909
4029,880,905
4030,880,905
4031,881,907
4032,880,909
4033,880,912
4034,882,913
4035,882,914
4036,884,915
4037,882,913
4038,881,910
4039,882,912
4040,880,910
4041,879,910
4042,878,907
4043,877,908
4044,878,910
4045,880,911
4046,882,913
4047,884,912
4048,885,912
4049,884,911
4050,884,910
4051,888,911
4052,887,910
4053,889,907
4054,890,908
4055,891,910
4056,895,914
4057,898,915
4058,900,916
4059,901,918
4060,904,917
4061,899,917
4062,899,917
4063,898,916
4064,897,913
4065,895,911
4066,897,909
4067,897,908
4068,900,907
4069,904,906
4070,904,906
4071,903,908
4072,901,910
4073,895,909
4074,888,907
4075,882,906
4076,884,905
4077,883,901
4078,882,899
4079,881,901
4080,879,905
4081,878,906
4082,878,909
4083,872,913
4084,874,917
4085,869,918
4086,871,915
4087,869,913
4088,865,910
4089,865,908
4090,861,910
4091,863,909
4092,863,911
4093,864,910
4094,865,912
4095,866,915
4096,867,913
4097,865,914
4098,867,915
4099,863,911
4100,863,915
4101,865,910
4102,866,910
4103,864,911
4104,865,911
4105,866,913
4106,867,917
4107,866,919
4108,870,921
4109,869,921
4110,874,921
4111,880,918
4112,889,915
4113,903,911
4114,924,909
4115,946,905
4116,973,902
4117,997,897
4118,1019,896
4119,1027,895
4120,1024,894
4121,1005,893
4122,979,889
4123,952,886
4124,929,883
4125,906,884
4126,878,887
4127,852,895
4128,831,906
4129,819,925
4130,817,942
